observation_key,provider_key,product_code,week_ending,trx_count,nrx_count,sales_units,version_no
OBS-52-1-3,IQ_25dc7ff2807b62,IQ_cba8d4f6c70cb8,2026-07-26,39,13,78,1
OBS-52-1-4,IQ_25dc7ff2807b62,IQ_cba8d4f6c70cb8,2026-08-02,8,2,16,1
OBS-52-1-5,IQ_25dc7ff2807b62,IQ_cba8d4f6c70cb8,2026-08-09,36,12,72,1
OBS-52-1-6,IQ_25dc7ff2807b62,IQ_cba8d4f6c70cb8,2026-08-16,31,10,62,1
OBS-52-1-7,IQ_25dc7ff2807b62,IQ_cba8d4f6c70cb8,2026-08-23,26,8,52,1
OBS-52-1-8,IQ_25dc7ff2807b62,IQ_cba8d4f6c70cb8,2026-08-30,22,7,44,1
OBS-52-1-9,IQ_25dc7ff2807b62,IQ_cba8d4f6c70cb8,2026-09-06,12,4,24,1
OBS-52-2-0,IQ_25dc7ff2807b62,IQ_d19e228b25b7ab,2026-07-05,33,11,66,1
OBS-52-2-1,IQ_25dc7ff2807b62,IQ_d19e228b25b7ab,2026-07-12,20,6,40,1
OBS-52-2-2,IQ_25dc7ff2807b62,IQ_d19e228b25b7ab,2026-07-19,39,13,78,1
OBS-52-2-3,IQ_25dc7ff2807b62,IQ_d19e228b25b7ab,2026-07-26,3,1,6,1
OBS-52-2-4,IQ_25dc7ff2807b62,IQ_d19e228b25b7ab,2026-08-02,22,7,44,1
OBS-52-2-5,IQ_25dc7ff2807b62,IQ_d19e228b25b7ab,2026-08-09,27,9,54,1
OBS-52-2-6,IQ_25dc7ff2807b62,IQ_d19e228b25b7ab,2026-08-16,14,4,28,1
OBS-52-2-7,IQ_25dc7ff2807b62,IQ_d19e228b25b7ab,2026-08-23,35,11,70,1
OBS-52-2-8,IQ_25dc7ff2807b62,IQ_d19e228b25b7ab,2026-08-30,13,4,26,1
OBS-52-2-9,IQ_25dc7ff2807b62,IQ_d19e228b25b7ab,2026-09-06,27,9,54,1
OBS-52-3-0,IQ_25dc7ff2807b62,IQ_48c377d7d5a68d,2026-07-05,29,9,58,1
OBS-52-3-1,IQ_25dc7ff2807b62,IQ_48c377d7d5a68d,2026-07-12,2,0,4,1
OBS-52-3-2,IQ_25dc7ff2807b62,IQ_48c377d7d5a68d,2026-07-19,8,2,16,1
OBS-52-3-3,IQ_25dc7ff2807b62,IQ_48c377d7d5a68d,2026-07-26,30,10,60,1
OBS-52-3-4,IQ_25dc7ff2807b62,IQ_48c377d7d5a68d,2026-08-02,13,4,26,1
OBS-52-3-5,IQ_25dc7ff2807b62,IQ_48c377d7d5a68d,2026-08-09,12,4,24,1
OBS-52-3-6,IQ_25dc7ff2807b62,IQ_48c377d7d5a68d,2026-08-16,36,12,72,1
OBS-52-3-7,IQ_25dc7ff2807b62,IQ_48c377d7d5a68d,2026-08-23,10,3,20,1
OBS-52-3-8,IQ_25dc7ff2807b62,IQ_48c377d7d5a68d,2026-08-30,39,13,78,1
OBS-52-3-9,IQ_25dc7ff2807b62,IQ_48c377d7d5a68d,2026-09-06,1,0,2,1
OBS-52-4-0,IQ_25dc7ff2807b62,IQ_3724bf97128d1c,2026-07-05,35,11,70,1
OBS-52-4-1,IQ_25dc7ff2807b62,IQ_3724bf97128d1c,2026-07-12,25,8,50,1
OBS-52-4-2,IQ_25dc7ff2807b62,IQ_3724bf97128d1c,2026-07-19,31,10,62,1
OBS-52-4-3,IQ_25dc7ff2807b62,IQ_3724bf97128d1c,2026-07-26,31,10,62,1
OBS-52-4-4,IQ_25dc7ff2807b62,IQ_3724bf97128d1c,2026-08-02,37,12,74,1
OBS-52-4-5,IQ_25dc7ff2807b62,IQ_3724bf97128d1c,2026-08-09,2,0,4,1
OBS-52-4-6,IQ_25dc7ff2807b62,IQ_3724bf97128d1c,2026-08-16,5,1,10,1
OBS-52-4-7,IQ_25dc7ff2807b62,IQ_3724bf97128d1c,2026-08-23,23,7,46,1
OBS-52-4-8,IQ_25dc7ff2807b62,IQ_3724bf97128d1c,2026-08-30,32,10,64,1
OBS-52-4-9,IQ_25dc7ff2807b62,IQ_3724bf97128d1c,2026-09-06,20,6,40,1
OBS-53-1-0,IQ_413c07c026c858,IQ_cba8d4f6c70cb8,2026-07-05,2,0,4,1
OBS-53-1-1,IQ_413c07c026c858,IQ_cba8d4f6c70cb8,2026-07-12,32,10,64,1
OBS-53-1-2,IQ_413c07c026c858,IQ_cba8d4f6c70cb8,2026-07-19,15,5,30,1
OBS-53-1-3,IQ_413c07c026c858,IQ_cba8d4f6c70cb8,2026-07-26,14,4,28,1
OBS-53-1-4,IQ_413c07c026c858,IQ_cba8d4f6c70cb8,2026-08-02,29,9,58,1
OBS-53-1-5,IQ_413c07c026c858,IQ_cba8d4f6c70cb8,2026-08-09,33,11,66,1
OBS-53-1-6,IQ_413c07c026c858,IQ_cba8d4f6c70cb8,2026-08-16,39,13,78,1
OBS-53-1-7,IQ_413c07c026c858,IQ_cba8d4f6c70cb8,2026-08-23,18,6,36,1
OBS-53-1-8,IQ_413c07c026c858,IQ_cba8d4f6c70cb8,2026-08-30,5,1,10,1
OBS-53-1-9,IQ_413c07c026c858,IQ_cba8d4f6c70cb8,2026-09-06,33,11,66,1
OBS-53-2-0,IQ_413c07c026c858,IQ_d19e228b25b7ab,2026-07-05,39,13,78,1
OBS-53-2-1,IQ_413c07c026c858,IQ_d19e228b25b7ab,2026-07-12,24,8,48,1
OBS-53-2-2,IQ_413c07c026c858,IQ_d19e228b25b7ab,2026-07-19,20,6,40,1
OBS-53-2-3,IQ_413c07c026c858,IQ_d19e228b25b7ab,2026-07-26,37,12,74,1
OBS-53-2-4,IQ_413c07c026c858,IQ_d19e228b25b7ab,2026-08-02,17,5,34,1
OBS-53-2-5,IQ_413c07c026c858,IQ_d19e228b25b7ab,2026-08-09,31,10,62,1
OBS-53-2-6,IQ_413c07c026c858,IQ_d19e228b25b7ab,2026-08-16,14,4,28,1
OBS-53-2-7,IQ_413c07c026c858,IQ_d19e228b25b7ab,2026-08-23,29,9,58,1
OBS-53-2-8,IQ_413c07c026c858,IQ_d19e228b25b7ab,2026-08-30,37,12,74,1
OBS-53-2-9,IQ_413c07c026c858,IQ_d19e228b25b7ab,2026-09-06,29,9,58,1
OBS-53-3-0,IQ_413c07c026c858,IQ_48c377d7d5a68d,2026-07-05,38,12,76,1
OBS-53-3-1,IQ_413c07c026c858,IQ_48c377d7d5a68d,2026-07-12,35,11,70,1
OBS-53-3-2,IQ_413c07c026c858,IQ_48c377d7d5a68d,2026-07-19,34,11,68,1
OBS-53-3-3,IQ_413c07c026c858,IQ_48c377d7d5a68d,2026-07-26,35,11,70,1
OBS-53-3-4,IQ_413c07c026c858,IQ_48c377d7d5a68d,2026-08-02,29,9,58,1
OBS-53-3-5,IQ_413c07c026c858,IQ_48c377d7d5a68d,2026-08-09,20,6,40,1
OBS-53-3-6,IQ_413c07c026c858,IQ_48c377d7d5a68d,2026-08-16,7,2,14,1
OBS-53-3-7,IQ_413c07c026c858,IQ_48c377d7d5a68d,2026-08-23,30,10,60,1
OBS-53-3-8,IQ_413c07c026c858,IQ_48c377d7d5a68d,2026-08-30,7,2,14,1
OBS-53-3-9,IQ_413c07c026c858,IQ_48c377d7d5a68d,2026-09-06,23,7,46,1
OBS-53-4-0,IQ_413c07c026c858,IQ_3724bf97128d1c,2026-07-05,8,2,16,1
OBS-53-4-1,IQ_413c07c026c858,IQ_3724bf97128d1c,2026-07-12,11,3,22,1
OBS-53-4-2,IQ_413c07c026c858,IQ_3724bf97128d1c,2026-07-19,22,7,44,1
OBS-53-4-3,IQ_413c07c026c858,IQ_3724bf97128d1c,2026-07-26,37,12,74,1
OBS-53-4-4,IQ_413c07c026c858,IQ_3724bf97128d1c,2026-08-02,22,7,44,1
OBS-53-4-5,IQ_413c07c026c858,IQ_3724bf97128d1c,2026-08-09,38,12,76,1
OBS-53-4-6,IQ_413c07c026c858,IQ_3724bf97128d1c,2026-08-16,7,2,14,1
OBS-53-4-7,IQ_413c07c026c858,IQ_3724bf97128d1c,2026-08-23,34,11,68,1
OBS-53-4-8,IQ_413c07c026c858,IQ_3724bf97128d1c,2026-08-30,29,9,58,1
OBS-53-4-9,IQ_413c07c026c858,IQ_3724bf97128d1c,2026-09-06,6,2,12,1
OBS-54-1-0,IQ_7cd8b403393f76,IQ_cba8d4f6c70cb8,2026-07-05,37,12,74,1
OBS-54-1-1,IQ_7cd8b403393f76,IQ_cba8d4f6c70cb8,2026-07-12,19,6,38,1
OBS-54-1-2,IQ_7cd8b403393f76,IQ_cba8d4f6c70cb8,2026-07-19,4,1,8,1
OBS-54-1-3,IQ_7cd8b403393f76,IQ_cba8d4f6c70cb8,2026-07-26,32,10,64,1
OBS-54-1-4,IQ_7cd8b403393f76,IQ_cba8d4f6c70cb8,2026-08-02,39,13,78,1
OBS-54-1-5,IQ_7cd8b403393f76,IQ_cba8d4f6c70cb8,2026-08-09,21,7,42,1
OBS-54-1-6,IQ_7cd8b403393f76,IQ_cba8d4f6c70cb8,2026-08-16,11,3,22,1
OBS-54-1-7,IQ_7cd8b403393f76,IQ_cba8d4f6c70cb8,2026-08-23,2,0,4,1
OBS-54-1-8,IQ_7cd8b403393f76,IQ_cba8d4f6c70cb8,2026-08-30,21,7,42,1
OBS-54-1-9,IQ_7cd8b403393f76,IQ_cba8d4f6c70cb8,2026-09-06,7,2,14,1
OBS-54-2-0,IQ_7cd8b403393f76,IQ_d19e228b25b7ab,2026-07-05,19,6,38,1
OBS-54-2-1,IQ_7cd8b403393f76,IQ_d19e228b25b7ab,2026-07-12,22,7,44,1
OBS-54-2-2,IQ_7cd8b403393f76,IQ_d19e228b25b7ab,2026-07-19,3,1,6,1
OBS-54-2-3,IQ_7cd8b403393f76,IQ_d19e228b25b7ab,2026-07-26,39,13,78,1
OBS-54-2-4,IQ_7cd8b403393f76,IQ_d19e228b25b7ab,2026-08-02,22,7,44,1
OBS-54-2-5,IQ_7cd8b403393f76,IQ_d19e228b25b7ab,2026-08-09,29,9,58,1
OBS-54-2-6,IQ_7cd8b403393f76,IQ_d19e228b25b7ab,2026-08-16,3,1,6,1
OBS-54-2-7,IQ_7cd8b403393f76,IQ_d19e228b25b7ab,2026-08-23,38,12,76,1
OBS-54-2-8,IQ_7cd8b403393f76,IQ_d19e228b25b7ab,2026-08-30,20,6,40,1
OBS-54-2-9,IQ_7cd8b403393f76,IQ_d19e228b25b7ab,2026-09-06,24,8,48,1
OBS-54-3-0,IQ_7cd8b403393f76,IQ_48c377d7d5a68d,2026-07-05,1,0,2,1
OBS-54-3-1,IQ_7cd8b403393f76,IQ_48c377d7d5a68d,2026-07-12,33,11,66,1
OBS-54-3-2,IQ_7cd8b403393f76,IQ_48c377d7d5a68d,2026-07-19,23,7,46,1
OBS-54-3-3,IQ_7cd8b403393f76,IQ_48c377d7d5a68d,2026-07-26,6,2,12,1
OBS-54-3-4,IQ_7cd8b403393f76,IQ_48c377d7d5a68d,2026-08-02,20,6,40,1
OBS-54-3-5,IQ_7cd8b403393f76,IQ_48c377d7d5a68d,2026-08-09,21,7,42,1
OBS-54-3-6,IQ_7cd8b403393f76,IQ_48c377d7d5a68d,2026-08-16,14,4,28,1
OBS-54-3-7,IQ_7cd8b403393f76,IQ_48c377d7d5a68d,2026-08-23,38,12,76,1
OBS-54-3-8,IQ_7cd8b403393f76,IQ_48c377d7d5a68d,2026-08-30,28,9,56,1
OBS-54-3-9,IQ_7cd8b403393f76,IQ_48c377d7d5a68d,2026-09-06,29,9,58,1
OBS-54-4-0,IQ_7cd8b403393f76,IQ_3724bf97128d1c,2026-07-05,23,7,46,1
OBS-54-4-1,IQ_7cd8b403393f76,IQ_3724bf97128d1c,2026-07-12,34,11,68,1
OBS-54-4-2,IQ_7cd8b403393f76,IQ_3724bf97128d1c,2026-07-19,38,12,76,1
OBS-54-4-3,IQ_7cd8b403393f76,IQ_3724bf97128d1c,2026-07-26,31,10,62,1
OBS-54-4-4,IQ_7cd8b403393f76,IQ_3724bf97128d1c,2026-08-02,27,9,54,1
OBS-54-4-5,IQ_7cd8b403393f76,IQ_3724bf97128d1c,2026-08-09,3,1,6,1
OBS-54-4-6,IQ_7cd8b403393f76,IQ_3724bf97128d1c,2026-08-16,20,6,40,1
OBS-54-4-7,IQ_7cd8b403393f76,IQ_3724bf97128d1c,2026-08-23,24,8,48,1
OBS-54-4-8,IQ_7cd8b403393f76,IQ_3724bf97128d1c,2026-08-30,22,7,44,1
OBS-54-4-9,IQ_7cd8b403393f76,IQ_3724bf97128d1c,2026-09-06,23,7,46,1
OBS-55-1-0,IQ_0924a6da562c98,IQ_cba8d4f6c70cb8,2026-07-05,22,7,44,1
OBS-55-1-1,IQ_0924a6da562c98,IQ_cba8d4f6c70cb8,2026-07-12,9,3,18,1
OBS-55-1-2,IQ_0924a6da562c98,IQ_cba8d4f6c70cb8,2026-07-19,23,7,46,1
OBS-55-1-3,IQ_0924a6da562c98,IQ_cba8d4f6c70cb8,2026-07-26,10,3,20,1
OBS-55-1-4,IQ_0924a6da562c98,IQ_cba8d4f6c70cb8,2026-08-02,16,5,32,1
OBS-55-1-5,IQ_0924a6da562c98,IQ_cba8d4f6c70cb8,2026-08-09,36,12,72,1
OBS-55-1-6,IQ_0924a6da562c98,IQ_cba8d4f6c70cb8,2026-08-16,21,7,42,1
OBS-55-1-7,IQ_0924a6da562c98,IQ_cba8d4f6c70cb8,2026-08-23,1,0,2,1
OBS-55-1-8,IQ_0924a6da562c98,IQ_cba8d4f6c70cb8,2026-08-30,25,8,50,1
OBS-55-1-9,IQ_0924a6da562c98,IQ_cba8d4f6c70cb8,2026-09-06,5,1,10,1
OBS-55-2-0,IQ_0924a6da562c98,IQ_d19e228b25b7ab,2026-07-05,29,9,58,1
OBS-55-2-1,IQ_0924a6da562c98,IQ_d19e228b25b7ab,2026-07-12,21,7,42,1
OBS-55-2-2,IQ_0924a6da562c98,IQ_d19e228b25b7ab,2026-07-19,36,12,72,1
OBS-55-2-3,IQ_0924a6da562c98,IQ_d19e228b25b7ab,2026-07-26,18,6,36,1
OBS-55-2-4,IQ_0924a6da562c98,IQ_d19e228b25b7ab,2026-08-02,9,3,18,1
OBS-55-2-5,IQ_0924a6da562c98,IQ_d19e228b25b7ab,2026-08-09,28,9,56,1
OBS-55-2-6,IQ_0924a6da562c98,IQ_d19e228b25b7ab,2026-08-16,25,8,50,1
OBS-55-2-7,IQ_0924a6da562c98,IQ_d19e228b25b7ab,2026-08-23,5,1,10,1
OBS-55-2-8,IQ_0924a6da562c98,IQ_d19e228b25b7ab,2026-08-30,3,1,6,1
OBS-55-2-9,IQ_0924a6da562c98,IQ_d19e228b25b7ab,2026-09-06,36,12,72,1
OBS-55-3-0,IQ_0924a6da562c98,IQ_48c377d7d5a68d,2026-07-05,14,4,28,1
OBS-55-3-1,IQ_0924a6da562c98,IQ_48c377d7d5a68d,2026-07-12,10,3,20,1
OBS-55-3-2,IQ_0924a6da562c98,IQ_48c377d7d5a68d,2026-07-19,7,2,14,1
OBS-55-3-3,IQ_0924a6da562c98,IQ_48c377d7d5a68d,2026-07-26,39,13,78,1
OBS-55-3-4,IQ_0924a6da562c98,IQ_48c377d7d5a68d,2026-08-02,1,0,2,1
OBS-55-3-5,IQ_0924a6da562c98,IQ_48c377d7d5a68d,2026-08-09,29,9,58,1
OBS-55-3-6,IQ_0924a6da562c98,IQ_48c377d7d5a68d,2026-08-16,33,11,66,1
OBS-55-3-7,IQ_0924a6da562c98,IQ_48c377d7d5a68d,2026-08-23,34,11,68,1
OBS-55-3-8,IQ_0924a6da562c98,IQ_48c377d7d5a68d,2026-08-30,21,7,42,1
OBS-55-3-9,IQ_0924a6da562c98,IQ_48c377d7d5a68d,2026-09-06,31,10,62,1
OBS-55-4-0,IQ_0924a6da562c98,IQ_3724bf97128d1c,2026-07-05,22,7,44,1
OBS-55-4-1,IQ_0924a6da562c98,IQ_3724bf97128d1c,2026-07-12,29,9,58,1
OBS-55-4-2,IQ_0924a6da562c98,IQ_3724bf97128d1c,2026-07-19,12,4,24,1
OBS-55-4-3,IQ_0924a6da562c98,IQ_3724bf97128d1c,2026-07-26,36,12,72,1
OBS-55-4-4,IQ_0924a6da562c98,IQ_3724bf97128d1c,2026-08-02,7,2,14,1
OBS-55-4-5,IQ_0924a6da562c98,IQ_3724bf97128d1c,2026-08-09,15,5,30,1
OBS-55-4-6,IQ_0924a6da562c98,IQ_3724bf97128d1c,2026-08-16,23,7,46,1
OBS-55-4-7,IQ_0924a6da562c98,IQ_3724bf97128d1c,2026-08-23,11,3,22,1
OBS-55-4-8,IQ_0924a6da562c98,IQ_3724bf97128d1c,2026-08-30,5,1,10,1
OBS-55-4-9,IQ_0924a6da562c98,IQ_3724bf97128d1c,2026-09-06,16,5,32,1
OBS-56-1-0,IQ_f99c4fc261de3c,IQ_cba8d4f6c70cb8,2026-07-05,26,8,52,1
OBS-56-1-1,IQ_f99c4fc261de3c,IQ_cba8d4f6c70cb8,2026-07-12,31,10,62,1
OBS-56-1-2,IQ_f99c4fc261de3c,IQ_cba8d4f6c70cb8,2026-07-19,8,2,16,1
OBS-56-1-3,IQ_f99c4fc261de3c,IQ_cba8d4f6c70cb8,2026-07-26,20,6,40,1
OBS-56-1-4,IQ_f99c4fc261de3c,IQ_cba8d4f6c70cb8,2026-08-02,18,6,36,1
OBS-56-1-5,IQ_f99c4fc261de3c,IQ_cba8d4f6c70cb8,2026-08-09,28,9,56,1
OBS-56-1-6,IQ_f99c4fc261de3c,IQ_cba8d4f6c70cb8,2026-08-16,27,9,54,1
OBS-56-1-7,IQ_f99c4fc261de3c,IQ_cba8d4f6c70cb8,2026-08-23,23,7,46,1
OBS-56-1-8,IQ_f99c4fc261de3c,IQ_cba8d4f6c70cb8,2026-08-30,39,13,78,1
OBS-56-1-9,IQ_f99c4fc261de3c,IQ_cba8d4f6c70cb8,2026-09-06,11,3,22,1
OBS-56-2-0,IQ_f99c4fc261de3c,IQ_d19e228b25b7ab,2026-07-05,1,0,2,1
OBS-56-2-1,IQ_f99c4fc261de3c,IQ_d19e228b25b7ab,2026-07-12,35,11,70,1
OBS-56-2-2,IQ_f99c4fc261de3c,IQ_d19e228b25b7ab,2026-07-19,12,4,24,1
OBS-56-2-3,IQ_f99c4fc261de3c,IQ_d19e228b25b7ab,2026-07-26,15,5,30,1
OBS-56-2-4,IQ_f99c4fc261de3c,IQ_d19e228b25b7ab,2026-08-02,18,6,36,1
OBS-56-2-5,IQ_f99c4fc261de3c,IQ_d19e228b25b7ab,2026-08-09,36,12,72,1
OBS-56-2-6,IQ_f99c4fc261de3c,IQ_d19e228b25b7ab,2026-08-16,8,2,16,1
OBS-56-2-7,IQ_f99c4fc261de3c,IQ_d19e228b25b7ab,2026-08-23,25,8,50,1
OBS-56-2-8,IQ_f99c4fc261de3c,IQ_d19e228b25b7ab,2026-08-30,21,7,42,1
OBS-56-2-9,IQ_f99c4fc261de3c,IQ_d19e228b25b7ab,2026-09-06,7,2,14,1
OBS-56-3-0,IQ_f99c4fc261de3c,IQ_48c377d7d5a68d,2026-07-05,18,6,36,1
OBS-56-3-1,IQ_f99c4fc261de3c,IQ_48c377d7d5a68d,2026-07-12,28,9,56,1
OBS-56-3-2,IQ_f99c4fc261de3c,IQ_48c377d7d5a68d,2026-07-19,6,2,12,1
OBS-56-3-3,IQ_f99c4fc261de3c,IQ_48c377d7d5a68d,2026-07-26,7,2,14,1
OBS-56-3-4,IQ_f99c4fc261de3c,IQ_48c377d7d5a68d,2026-08-02,32,10,64,1
OBS-56-3-5,IQ_f99c4fc261de3c,IQ_48c377d7d5a68d,2026-08-09,29,9,58,1
OBS-56-3-6,IQ_f99c4fc261de3c,IQ_48c377d7d5a68d,2026-08-16,33,11,66,1
OBS-56-3-7,IQ_f99c4fc261de3c,IQ_48c377d7d5a68d,2026-08-23,21,7,42,1
OBS-56-3-8,IQ_f99c4fc261de3c,IQ_48c377d7d5a68d,2026-08-30,31,10,62,1
OBS-56-3-9,IQ_f99c4fc261de3c,IQ_48c377d7d5a68d,2026-09-06,38,12,76,1
OBS-56-4-0,IQ_f99c4fc261de3c,IQ_3724bf97128d1c,2026-07-05,35,11,70,1
OBS-56-4-1,IQ_f99c4fc261de3c,IQ_3724bf97128d1c,2026-07-12,16,5,32,1
OBS-56-4-2,IQ_f99c4fc261de3c,IQ_3724bf97128d1c,2026-07-19,37,12,74,1
OBS-56-4-3,IQ_f99c4fc261de3c,IQ_3724bf97128d1c,2026-07-26,34,11,68,1
OBS-56-4-4,IQ_f99c4fc261de3c,IQ_3724bf97128d1c,2026-08-02,11,3,22,1
OBS-56-4-5,IQ_f99c4fc261de3c,IQ_3724bf97128d1c,2026-08-09,6,2,12,1
OBS-56-4-6,IQ_f99c4fc261de3c,IQ_3724bf97128d1c,2026-08-16,17,5,34,1
OBS-56-4-7,IQ_f99c4fc261de3c,IQ_3724bf97128d1c,2026-08-23,20,6,40,1
OBS-56-4-8,IQ_f99c4fc261de3c,IQ_3724bf97128d1c,2026-08-30,19,6,38,1
OBS-56-4-9,IQ_f99c4fc261de3c,IQ_3724bf97128d1c,2026-09-06,26,8,52,1
OBS-57-1-0,IQ_21d1ec50b3e069,IQ_cba8d4f6c70cb8,2026-07-05,23,7,46,1
OBS-57-1-1,IQ_21d1ec50b3e069,IQ_cba8d4f6c70cb8,2026-07-12,32,10,64,1
OBS-57-1-2,IQ_21d1ec50b3e069,IQ_cba8d4f6c70cb8,2026-07-19,28,9,56,1
OBS-57-1-3,IQ_21d1ec50b3e069,IQ_cba8d4f6c70cb8,2026-07-26,9,3,18,1
OBS-57-1-4,IQ_21d1ec50b3e069,IQ_cba8d4f6c70cb8,2026-08-02,26,8,52,1
OBS-57-1-5,IQ_21d1ec50b3e069,IQ_cba8d4f6c70cb8,2026-08-09,27,9,54,1
OBS-57-1-6,IQ_21d1ec50b3e069,IQ_cba8d4f6c70cb8,2026-08-16,17,5,34,1
OBS-57-1-7,IQ_21d1ec50b3e069,IQ_cba8d4f6c70cb8,2026-08-23,28,9,56,1
OBS-57-1-8,IQ_21d1ec50b3e069,IQ_cba8d4f6c70cb8,2026-08-30,16,5,32,1
OBS-57-1-9,IQ_21d1ec50b3e069,IQ_cba8d4f6c70cb8,2026-09-06,29,9,58,1
OBS-57-2-0,IQ_21d1ec50b3e069,IQ_d19e228b25b7ab,2026-07-05,21,7,42,1
OBS-57-2-1,IQ_21d1ec50b3e069,IQ_d19e228b25b7ab,2026-07-12,32,10,64,1
OBS-57-2-2,IQ_21d1ec50b3e069,IQ_d19e228b25b7ab,2026-07-19,38,12,76,1
OBS-57-2-3,IQ_21d1ec50b3e069,IQ_d19e228b25b7ab,2026-07-26,29,9,58,1
OBS-57-2-4,IQ_21d1ec50b3e069,IQ_d19e228b25b7ab,2026-08-02,7,2,14,1
OBS-57-2-5,IQ_21d1ec50b3e069,IQ_d19e228b25b7ab,2026-08-09,9,3,18,1
OBS-57-2-6,IQ_21d1ec50b3e069,IQ_d19e228b25b7ab,2026-08-16,21,7,42,1
OBS-57-2-7,IQ_21d1ec50b3e069,IQ_d19e228b25b7ab,2026-08-23,10,3,20,1
OBS-57-2-8,IQ_21d1ec50b3e069,IQ_d19e228b25b7ab,2026-08-30,24,8,48,1
OBS-57-2-9,IQ_21d1ec50b3e069,IQ_d19e228b25b7ab,2026-09-06,4,1,8,1
OBS-57-3-0,IQ_21d1ec50b3e069,IQ_48c377d7d5a68d,2026-07-05,19,6,38,1
OBS-57-3-1,IQ_21d1ec50b3e069,IQ_48c377d7d5a68d,2026-07-12,37,12,74,1
OBS-57-3-2,IQ_21d1ec50b3e069,IQ_48c377d7d5a68d,2026-07-19,15,5,30,1
OBS-57-3-3,IQ_21d1ec50b3e069,IQ_48c377d7d5a68d,2026-07-26,11,3,22,1
OBS-57-3-4,IQ_21d1ec50b3e069,IQ_48c377d7d5a68d,2026-08-02,36,12,72,1
OBS-57-3-5,IQ_21d1ec50b3e069,IQ_48c377d7d5a68d,2026-08-09,3,1,6,1
OBS-57-3-6,IQ_21d1ec50b3e069,IQ_48c377d7d5a68d,2026-08-16,17,5,34,1
OBS-57-3-7,IQ_21d1ec50b3e069,IQ_48c377d7d5a68d,2026-08-23,10,3,20,1
OBS-57-3-8,IQ_21d1ec50b3e069,IQ_48c377d7d5a68d,2026-08-30,37,12,74,1
OBS-57-3-9,IQ_21d1ec50b3e069,IQ_48c377d7d5a68d,2026-09-06,39,13,78,1
OBS-57-4-0,IQ_21d1ec50b3e069,IQ_3724bf97128d1c,2026-07-05,24,8,48,1
OBS-57-4-1,IQ_21d1ec50b3e069,IQ_3724bf97128d1c,2026-07-12,21,7,42,1
OBS-57-4-2,IQ_21d1ec50b3e069,IQ_3724bf97128d1c,2026-07-19,21,7,42,1
OBS-57-4-3,IQ_21d1ec50b3e069,IQ_3724bf97128d1c,2026-07-26,5,1,10,1
OBS-57-4-4,IQ_21d1ec50b3e069,IQ_3724bf97128d1c,2026-08-02,4,1,8,1
OBS-57-4-5,IQ_21d1ec50b3e069,IQ_3724bf97128d1c,2026-08-09,31,10,62,1
OBS-57-4-6,IQ_21d1ec50b3e069,IQ_3724bf97128d1c,2026-08-16,20,6,40,1
OBS-57-4-7,IQ_21d1ec50b3e069,IQ_3724bf97128d1c,2026-08-23,22,7,44,1
OBS-57-4-8,IQ_21d1ec50b3e069,IQ_3724bf97128d1c,2026-08-30,2,0,4,1
OBS-57-4-9,IQ_21d1ec50b3e069,IQ_3724bf97128d1c,2026-09-06,25,8,50,1
OBS-58-1-0,IQ_b9f0f246c1b0e5,IQ_cba8d4f6c70cb8,2026-07-05,23,7,46,1
OBS-58-1-1,IQ_b9f0f246c1b0e5,IQ_cba8d4f6c70cb8,2026-07-12,26,8,52,1
OBS-58-1-2,IQ_b9f0f246c1b0e5,IQ_cba8d4f6c70cb8,2026-07-19,2,0,4,1
OBS-58-1-3,IQ_b9f0f246c1b0e5,IQ_cba8d4f6c70cb8,2026-07-26,8,2,16,1
OBS-58-1-4,IQ_b9f0f246c1b0e5,IQ_cba8d4f6c70cb8,2026-08-02,34,11,68,1
OBS-58-1-5,IQ_b9f0f246c1b0e5,IQ_cba8d4f6c70cb8,2026-08-09,38,12,76,1
OBS-58-1-6,IQ_b9f0f246c1b0e5,IQ_cba8d4f6c70cb8,2026-08-16,3,1,6,1
OBS-58-1-7,IQ_b9f0f246c1b0e5,IQ_cba8d4f6c70cb8,2026-08-23,4,1,8,1
OBS-58-1-8,IQ_b9f0f246c1b0e5,IQ_cba8d4f6c70cb8,2026-08-30,37,12,74,1
OBS-58-1-9,IQ_b9f0f246c1b0e5,IQ_cba8d4f6c70cb8,2026-09-06,36,12,72,1
OBS-58-2-0,IQ_b9f0f246c1b0e5,IQ_d19e228b25b7ab,2026-07-05,11,3,22,1
OBS-58-2-1,IQ_b9f0f246c1b0e5,IQ_d19e228b25b7ab,2026-07-12,16,5,32,1
OBS-58-2-2,IQ_b9f0f246c1b0e5,IQ_d19e228b25b7ab,2026-07-19,25,8,50,1
OBS-58-2-3,IQ_b9f0f246c1b0e5,IQ_d19e228b25b7ab,2026-07-26,25,8,50,1
OBS-58-2-4,IQ_b9f0f246c1b0e5,IQ_d19e228b25b7ab,2026-08-02,34,11,68,1
OBS-58-2-5,IQ_b9f0f246c1b0e5,IQ_d19e228b25b7ab,2026-08-09,16,5,32,1
OBS-58-2-6,IQ_b9f0f246c1b0e5,IQ_d19e228b25b7ab,2026-08-16,28,9,56,1
OBS-58-2-7,IQ_b9f0f246c1b0e5,IQ_d19e228b25b7ab,2026-08-23,6,2,12,1
OBS-58-2-8,IQ_b9f0f246c1b0e5,IQ_d19e228b25b7ab,2026-08-30,11,3,22,1
