entity_type,canonical_id,source,source_id,link_token
interaction,INTERACTION-000282,veeva,VE_36f19c3e90c0f3,SYN_c146d8da807fecea
interaction,INTERACTION-000283,veeva,VE_e0a0037ab796b3,SYN_58ef02e4e04146ec
interaction,INTERACTION-000284,veeva,VE_aa53846fe55964,SYN_8d2aaec681b989fa
interaction,INTERACTION-000285,veeva,VE_13242dbf9fa855,SYN_3b4bdb82455fef0d
interaction,INTERACTION-000286,veeva,VE_7f48ca028e3ece,SYN_110da74c698efe51
interaction,INTERACTION-000287,veeva,VE_56d75e0d7112b2,SYN_539d7ca15506781f
interaction,INTERACTION-000288,veeva,VE_cca6c5fecccd5b,SYN_01b5e5d90bfe4d6c
interaction,INTERACTION-000289,veeva,VE_b9a1f2a413480b,SYN_02dedee2bfba11cd
interaction,INTERACTION-000290,veeva,VE_f4bdf210d31946,SYN_3bdf2d628e8e5de2
interaction,INTERACTION-000291,veeva,VE_cae3670af6de78,SYN_34262c481c4561e7
interaction,INTERACTION-000292,veeva,VE_a1b61f0aef8918,SYN_44dae63c3a09ee35
interaction,INTERACTION-000293,veeva,VE_e6f24dbbecc1c3,SYN_b6ececb0d66e54ad
interaction,INTERACTION-000294,veeva,VE_de17f928ae2c1d,SYN_c2129895b725452b
interaction,INTERACTION-000295,veeva,VE_a46503cb15ae4d,SYN_46aadbce831a8ad9
interaction,INTERACTION-000296,veeva,VE_9087c516a19fe2,SYN_a92832fc93cd20d0
interaction,INTERACTION-000297,veeva,VE_a338cf5e3bb904,SYN_460cc8bd2bdf7cfe
interaction,INTERACTION-000298,veeva,VE_62f6c06961c8a0,SYN_91eec487aeb3684b
interaction,INTERACTION-000299,veeva,VE_36299ec6527f45,SYN_e9b666fc0d365ae9
interaction,INTERACTION-000300,veeva,VE_67e26dfe6c51fe,SYN_be4c33edb9dda2d2
interaction,INTERACTION-000301,veeva,VE_b0264a650d0a59,SYN_fb6aebda619ed5b2
interaction,INTERACTION-000302,veeva,VE_46c95d7387582d,SYN_ade53dff82a33164
interaction,INTERACTION-000303,veeva,VE_8c26796d336104,SYN_5f4b7d99b888cbfc
interaction,INTERACTION-000304,veeva,VE_0d545115ded714,SYN_0b36afbf87a7115b
campaign,CAMPAIGN-000001,salesforce,SA_bf4e710b0809bb,SYN_492588c4c4a13be8
campaign,CAMPAIGN-000002,salesforce,SA_318a40d483dc2e,SYN_31d9b641ddbb55ac
campaign,CAMPAIGN-000003,salesforce,SA_64c1439171f0f7,SYN_893afc8c441df9e9
campaign,CAMPAIGN-000004,salesforce,SA_63446f59919263,SYN_f2cf11a1ec4f72df
