interaction_id,version_no,hcp_id,rep_id,primary_product_id,occurred_at,channel,approval,duration_minutes,modified_at,operation,delivery_batch
INTERACTION-000290,1,HCP-000090,REPRESENTATIVE-000002,PRODUCT-000002,2026-08-01T12:00:00Z,EMAIL,APPROVED,27,2026-08-01T12:00:00Z,UPSERT,b001
INTERACTION-000291,1,HCP-000091,REPRESENTATIVE-000003,PRODUCT-000003,2026-09-07T12:00:00Z,EMAIL,APPROVED,28,2026-09-07T12:00:00Z,UPSERT,b001
INTERACTION-000292,1,HCP-000092,REPRESENTATIVE-000004,PRODUCT-000004,2026-08-25T12:00:00Z,EMAIL,APPROVED,29,2026-08-25T12:00:00Z,UPSERT,b001
INTERACTION-000293,1,HCP-000093,REPRESENTATIVE-000005,PRODUCT-000001,2026-07-19T12:00:00Z,EMAIL,APPROVED,30,2026-07-19T12:00:00Z,UPSERT,b001
INTERACTION-000294,1,HCP-000094,REPRESENTATIVE-000006,PRODUCT-000002,2026-09-04T12:00:00Z,EMAIL,APPROVED,10,2026-09-04T12:00:00Z,UPSERT,b001
INTERACTION-000295,1,HCP-000095,REPRESENTATIVE-000007,PRODUCT-000003,2026-09-13T12:00:00Z,EMAIL,APPROVED,11,2026-09-13T12:00:00Z,UPSERT,b001
INTERACTION-000296,1,HCP-000096,REPRESENTATIVE-000008,PRODUCT-000004,2026-09-06T12:00:00Z,EMAIL,APPROVED,12,2026-09-06T12:00:00Z,UPSERT,b001
INTERACTION-000297,1,HCP-000097,REPRESENTATIVE-000001,PRODUCT-000001,2026-09-06T12:00:00Z,EMAIL,APPROVED,13,2026-09-06T12:00:00Z,UPSERT,b001
INTERACTION-000298,1,HCP-000098,REPRESENTATIVE-000002,PRODUCT-000002,2026-09-10T12:00:00Z,EMAIL,APPROVED,14,2026-09-10T12:00:00Z,UPSERT,b001
INTERACTION-000299,1,HCP-000099,REPRESENTATIVE-000003,PRODUCT-000003,2026-08-19T12:00:00Z,EMAIL,APPROVED,15,2026-08-19T12:00:00Z,UPSERT,b001
INTERACTION-000300,1,HCP-000100,REPRESENTATIVE-000004,PRODUCT-000004,2026-07-04T12:00:00Z,EMAIL,APPROVED,16,2026-07-04T12:00:00Z,UPSERT,b001
INTERACTION-000001,2,HCP-000001,REPRESENTATIVE-000001,PRODUCT-000002,2026-07-13T12:00:00Z,EMAIL,APPROVED,11,2026-09-14T18:00:00Z,UPSERT,b002
INTERACTION-000002,2,HCP-000002,REPRESENTATIVE-000002,PRODUCT-000002,2026-08-14T12:00:00Z,EMAIL,APPROVED,12,2026-09-14T18:30:00Z,DELETE,b002
INTERACTION-000301,1,HCP-000005,REPRESENTATIVE-000005,PRODUCT-000001,2026-09-08T12:00:00Z,EMAIL,APPROVED,17,2026-09-08T12:00:00Z,UPSERT,b002
INTERACTION-000302,1,HCP-000006,REPRESENTATIVE-000006,PRODUCT-000002,2026-09-07T12:00:00Z,EMAIL,APPROVED,18,2026-09-07T12:00:00Z,UPSERT,b002
INTERACTION-000303,1,HCP-000007,REPRESENTATIVE-000007,PRODUCT-000003,2026-09-14T12:00:00Z,EMAIL,APPROVED,19,2026-09-14T12:00:00Z,UPSERT,b002
INTERACTION-000304,1,HCP-000008,REPRESENTATIVE-000008,PRODUCT-000004,2026-09-14T12:00:00Z,EMAIL,APPROVED,20,2026-09-14T12:00:00Z,UPSERT,b002
