observation_id,version_no,hcp_id,product_id,week_ending,trx_count,nrx_count,sales_units
OBS-53-1-8,1,HCP-000053,PRODUCT-000001,2026-08-30,5,1,10
OBS-53-1-9,1,HCP-000053,PRODUCT-000001,2026-09-06,33,11,66
OBS-53-2-0,1,HCP-000053,PRODUCT-000002,2026-07-05,39,13,78
OBS-53-2-1,1,HCP-000053,PRODUCT-000002,2026-07-12,24,8,48
OBS-53-2-2,1,HCP-000053,PRODUCT-000002,2026-07-19,20,6,40
OBS-53-2-3,1,HCP-000053,PRODUCT-000002,2026-07-26,37,12,74
OBS-53-2-4,1,HCP-000053,PRODUCT-000002,2026-08-02,17,5,34
OBS-53-2-5,1,HCP-000053,PRODUCT-000002,2026-08-09,31,10,62
OBS-53-2-6,1,HCP-000053,PRODUCT-000002,2026-08-16,14,4,28
OBS-53-2-7,1,HCP-000053,PRODUCT-000002,2026-08-23,29,9,58
OBS-53-2-8,1,HCP-000053,PRODUCT-000002,2026-08-30,37,12,74
OBS-53-2-9,1,HCP-000053,PRODUCT-000002,2026-09-06,29,9,58
OBS-53-3-0,1,HCP-000053,PRODUCT-000003,2026-07-05,38,12,76
OBS-53-3-1,1,HCP-000053,PRODUCT-000003,2026-07-12,35,11,70
OBS-53-3-2,1,HCP-000053,PRODUCT-000003,2026-07-19,34,11,68
OBS-53-3-3,1,HCP-000053,PRODUCT-000003,2026-07-26,35,11,70
OBS-53-3-4,1,HCP-000053,PRODUCT-000003,2026-08-02,29,9,58
OBS-53-3-5,1,HCP-000053,PRODUCT-000003,2026-08-09,20,6,40
OBS-53-3-6,1,HCP-000053,PRODUCT-000003,2026-08-16,7,2,14
OBS-53-3-7,1,HCP-000053,PRODUCT-000003,2026-08-23,30,10,60
OBS-53-3-8,1,HCP-000053,PRODUCT-000003,2026-08-30,7,2,14
OBS-53-3-9,1,HCP-000053,PRODUCT-000003,2026-09-06,23,7,46
OBS-53-4-0,1,HCP-000053,PRODUCT-000004,2026-07-05,8,2,16
OBS-53-4-1,1,HCP-000053,PRODUCT-000004,2026-07-12,11,3,22
OBS-53-4-2,1,HCP-000053,PRODUCT-000004,2026-07-19,22,7,44
OBS-53-4-3,1,HCP-000053,PRODUCT-000004,2026-07-26,37,12,74
OBS-53-4-4,1,HCP-000053,PRODUCT-000004,2026-08-02,22,7,44
OBS-53-4-5,1,HCP-000053,PRODUCT-000004,2026-08-09,38,12,76
OBS-53-4-6,1,HCP-000053,PRODUCT-000004,2026-08-16,7,2,14
OBS-53-4-7,1,HCP-000053,PRODUCT-000004,2026-08-23,34,11,68
OBS-53-4-8,1,HCP-000053,PRODUCT-000004,2026-08-30,29,9,58
OBS-53-4-9,1,HCP-000053,PRODUCT-000004,2026-09-06,6,2,12
OBS-54-1-0,1,HCP-000054,PRODUCT-000001,2026-07-05,37,12,74
OBS-54-1-1,1,HCP-000054,PRODUCT-000001,2026-07-12,19,6,38
OBS-54-1-2,1,HCP-000054,PRODUCT-000001,2026-07-19,4,1,8
OBS-54-1-3,1,HCP-000054,PRODUCT-000001,2026-07-26,32,10,64
OBS-54-1-4,1,HCP-000054,PRODUCT-000001,2026-08-02,39,13,78
OBS-54-1-5,1,HCP-000054,PRODUCT-000001,2026-08-09,21,7,42
OBS-54-1-6,1,HCP-000054,PRODUCT-000001,2026-08-16,11,3,22
OBS-54-1-7,1,HCP-000054,PRODUCT-000001,2026-08-23,2,0,4
OBS-54-1-8,1,HCP-000054,PRODUCT-000001,2026-08-30,21,7,42
OBS-54-1-9,1,HCP-000054,PRODUCT-000001,2026-09-06,7,2,14
OBS-54-2-0,1,HCP-000054,PRODUCT-000002,2026-07-05,19,6,38
OBS-54-2-1,1,HCP-000054,PRODUCT-000002,2026-07-12,22,7,44
OBS-54-2-2,1,HCP-000054,PRODUCT-000002,2026-07-19,3,1,6
OBS-54-2-3,1,HCP-000054,PRODUCT-000002,2026-07-26,39,13,78
OBS-54-2-4,1,HCP-000054,PRODUCT-000002,2026-08-02,22,7,44
OBS-54-2-5,1,HCP-000054,PRODUCT-000002,2026-08-09,29,9,58
OBS-54-2-6,1,HCP-000054,PRODUCT-000002,2026-08-16,3,1,6
OBS-54-2-7,1,HCP-000054,PRODUCT-000002,2026-08-23,38,12,76
OBS-54-2-8,1,HCP-000054,PRODUCT-000002,2026-08-30,20,6,40
OBS-54-2-9,1,HCP-000054,PRODUCT-000002,2026-09-06,24,8,48
OBS-54-3-0,1,HCP-000054,PRODUCT-000003,2026-07-05,1,0,2
OBS-54-3-1,1,HCP-000054,PRODUCT-000003,2026-07-12,33,11,66
OBS-54-3-2,1,HCP-000054,PRODUCT-000003,2026-07-19,23,7,46
OBS-54-3-3,1,HCP-000054,PRODUCT-000003,2026-07-26,6,2,12
OBS-54-3-4,1,HCP-000054,PRODUCT-000003,2026-08-02,20,6,40
OBS-54-3-5,1,HCP-000054,PRODUCT-000003,2026-08-09,21,7,42
OBS-54-3-6,1,HCP-000054,PRODUCT-000003,2026-08-16,14,4,28
OBS-54-3-7,1,HCP-000054,PRODUCT-000003,2026-08-23,38,12,76
OBS-54-3-8,1,HCP-000054,PRODUCT-000003,2026-08-30,28,9,56
OBS-54-3-9,1,HCP-000054,PRODUCT-000003,2026-09-06,29,9,58
OBS-54-4-0,1,HCP-000054,PRODUCT-000004,2026-07-05,23,7,46
OBS-54-4-1,1,HCP-000054,PRODUCT-000004,2026-07-12,34,11,68
OBS-54-4-2,1,HCP-000054,PRODUCT-000004,2026-07-19,38,12,76
OBS-54-4-3,1,HCP-000054,PRODUCT-000004,2026-07-26,31,10,62
OBS-54-4-4,1,HCP-000054,PRODUCT-000004,2026-08-02,27,9,54
OBS-54-4-5,1,HCP-000054,PRODUCT-000004,2026-08-09,3,1,6
OBS-54-4-6,1,HCP-000054,PRODUCT-000004,2026-08-16,20,6,40
OBS-54-4-7,1,HCP-000054,PRODUCT-000004,2026-08-23,24,8,48
OBS-54-4-8,1,HCP-000054,PRODUCT-000004,2026-08-30,22,7,44
OBS-54-4-9,1,HCP-000054,PRODUCT-000004,2026-09-06,23,7,46
OBS-55-1-0,1,HCP-000055,PRODUCT-000001,2026-07-05,22,7,44
OBS-55-1-1,1,HCP-000055,PRODUCT-000001,2026-07-12,9,3,18
OBS-55-1-2,1,HCP-000055,PRODUCT-000001,2026-07-19,23,7,46
OBS-55-1-3,1,HCP-000055,PRODUCT-000001,2026-07-26,10,3,20
OBS-55-1-4,1,HCP-000055,PRODUCT-000001,2026-08-02,16,5,32
OBS-55-1-5,1,HCP-000055,PRODUCT-000001,2026-08-09,36,12,72
OBS-55-1-6,1,HCP-000055,PRODUCT-000001,2026-08-16,21,7,42
OBS-55-1-7,1,HCP-000055,PRODUCT-000001,2026-08-23,1,0,2
OBS-55-1-8,1,HCP-000055,PRODUCT-000001,2026-08-30,25,8,50
OBS-55-1-9,1,HCP-000055,PRODUCT-000001,2026-09-06,5,1,10
OBS-55-2-0,1,HCP-000055,PRODUCT-000002,2026-07-05,29,9,58
OBS-55-2-1,1,HCP-000055,PRODUCT-000002,2026-07-12,21,7,42
OBS-55-2-2,1,HCP-000055,PRODUCT-000002,2026-07-19,36,12,72
OBS-55-2-3,1,HCP-000055,PRODUCT-000002,2026-07-26,18,6,36
OBS-55-2-4,1,HCP-000055,PRODUCT-000002,2026-08-02,9,3,18
OBS-55-2-5,1,HCP-000055,PRODUCT-000002,2026-08-09,28,9,56
OBS-55-2-6,1,HCP-000055,PRODUCT-000002,2026-08-16,25,8,50
OBS-55-2-7,1,HCP-000055,PRODUCT-000002,2026-08-23,5,1,10
OBS-55-2-8,1,HCP-000055,PRODUCT-000002,2026-08-30,3,1,6
OBS-55-2-9,1,HCP-000055,PRODUCT-000002,2026-09-06,36,12,72
OBS-55-3-0,1,HCP-000055,PRODUCT-000003,2026-07-05,14,4,28
OBS-55-3-1,1,HCP-000055,PRODUCT-000003,2026-07-12,10,3,20
OBS-55-3-2,1,HCP-000055,PRODUCT-000003,2026-07-19,7,2,14
OBS-55-3-3,1,HCP-000055,PRODUCT-000003,2026-07-26,39,13,78
OBS-55-3-4,1,HCP-000055,PRODUCT-000003,2026-08-02,1,0,2
OBS-55-3-5,1,HCP-000055,PRODUCT-000003,2026-08-09,29,9,58
OBS-55-3-6,1,HCP-000055,PRODUCT-000003,2026-08-16,33,11,66
OBS-55-3-7,1,HCP-000055,PRODUCT-000003,2026-08-23,34,11,68
OBS-55-3-8,1,HCP-000055,PRODUCT-000003,2026-08-30,21,7,42
OBS-55-3-9,1,HCP-000055,PRODUCT-000003,2026-09-06,31,10,62
OBS-55-4-0,1,HCP-000055,PRODUCT-000004,2026-07-05,22,7,44
OBS-55-4-1,1,HCP-000055,PRODUCT-000004,2026-07-12,29,9,58
OBS-55-4-2,1,HCP-000055,PRODUCT-000004,2026-07-19,12,4,24
OBS-55-4-3,1,HCP-000055,PRODUCT-000004,2026-07-26,36,12,72
OBS-55-4-4,1,HCP-000055,PRODUCT-000004,2026-08-02,7,2,14
OBS-55-4-5,1,HCP-000055,PRODUCT-000004,2026-08-09,15,5,30
OBS-55-4-6,1,HCP-000055,PRODUCT-000004,2026-08-16,23,7,46
OBS-55-4-7,1,HCP-000055,PRODUCT-000004,2026-08-23,11,3,22
OBS-55-4-8,1,HCP-000055,PRODUCT-000004,2026-08-30,5,1,10
OBS-55-4-9,1,HCP-000055,PRODUCT-000004,2026-09-06,16,5,32
OBS-56-1-0,1,HCP-000056,PRODUCT-000001,2026-07-05,26,8,52
OBS-56-1-1,1,HCP-000056,PRODUCT-000001,2026-07-12,31,10,62
OBS-56-1-2,1,HCP-000056,PRODUCT-000001,2026-07-19,8,2,16
OBS-56-1-3,1,HCP-000056,PRODUCT-000001,2026-07-26,20,6,40
OBS-56-1-4,1,HCP-000056,PRODUCT-000001,2026-08-02,18,6,36
OBS-56-1-5,1,HCP-000056,PRODUCT-000001,2026-08-09,28,9,56
OBS-56-1-6,1,HCP-000056,PRODUCT-000001,2026-08-16,27,9,54
OBS-56-1-7,1,HCP-000056,PRODUCT-000001,2026-08-23,23,7,46
OBS-56-1-8,1,HCP-000056,PRODUCT-000001,2026-08-30,39,13,78
OBS-56-1-9,1,HCP-000056,PRODUCT-000001,2026-09-06,11,3,22
OBS-56-2-0,1,HCP-000056,PRODUCT-000002,2026-07-05,1,0,2
OBS-56-2-1,1,HCP-000056,PRODUCT-000002,2026-07-12,35,11,70
OBS-56-2-2,1,HCP-000056,PRODUCT-000002,2026-07-19,12,4,24
OBS-56-2-3,1,HCP-000056,PRODUCT-000002,2026-07-26,15,5,30
OBS-56-2-4,1,HCP-000056,PRODUCT-000002,2026-08-02,18,6,36
OBS-56-2-5,1,HCP-000056,PRODUCT-000002,2026-08-09,36,12,72
OBS-56-2-6,1,HCP-000056,PRODUCT-000002,2026-08-16,8,2,16
OBS-56-2-7,1,HCP-000056,PRODUCT-000002,2026-08-23,25,8,50
OBS-56-2-8,1,HCP-000056,PRODUCT-000002,2026-08-30,21,7,42
OBS-56-2-9,1,HCP-000056,PRODUCT-000002,2026-09-06,7,2,14
OBS-56-3-0,1,HCP-000056,PRODUCT-000003,2026-07-05,18,6,36
OBS-56-3-1,1,HCP-000056,PRODUCT-000003,2026-07-12,28,9,56
OBS-56-3-2,1,HCP-000056,PRODUCT-000003,2026-07-19,6,2,12
OBS-56-3-3,1,HCP-000056,PRODUCT-000003,2026-07-26,7,2,14
OBS-56-3-4,1,HCP-000056,PRODUCT-000003,2026-08-02,32,10,64
OBS-56-3-5,1,HCP-000056,PRODUCT-000003,2026-08-09,29,9,58
OBS-56-3-6,1,HCP-000056,PRODUCT-000003,2026-08-16,33,11,66
OBS-56-3-7,1,HCP-000056,PRODUCT-000003,2026-08-23,21,7,42
OBS-56-3-8,1,HCP-000056,PRODUCT-000003,2026-08-30,31,10,62
OBS-56-3-9,1,HCP-000056,PRODUCT-000003,2026-09-06,38,12,76
OBS-56-4-0,1,HCP-000056,PRODUCT-000004,2026-07-05,35,11,70
OBS-56-4-1,1,HCP-000056,PRODUCT-000004,2026-07-12,16,5,32
OBS-56-4-2,1,HCP-000056,PRODUCT-000004,2026-07-19,37,12,74
OBS-56-4-3,1,HCP-000056,PRODUCT-000004,2026-07-26,34,11,68
OBS-56-4-4,1,HCP-000056,PRODUCT-000004,2026-08-02,11,3,22
OBS-56-4-5,1,HCP-000056,PRODUCT-000004,2026-08-09,6,2,12
OBS-56-4-6,1,HCP-000056,PRODUCT-000004,2026-08-16,17,5,34
OBS-56-4-7,1,HCP-000056,PRODUCT-000004,2026-08-23,20,6,40
OBS-56-4-8,1,HCP-000056,PRODUCT-000004,2026-08-30,19,6,38
OBS-56-4-9,1,HCP-000056,PRODUCT-000004,2026-09-06,26,8,52
OBS-57-1-0,1,HCP-000057,PRODUCT-000001,2026-07-05,23,7,46
OBS-57-1-1,1,HCP-000057,PRODUCT-000001,2026-07-12,32,10,64
OBS-57-1-2,1,HCP-000057,PRODUCT-000001,2026-07-19,28,9,56
OBS-57-1-3,1,HCP-000057,PRODUCT-000001,2026-07-26,9,3,18
OBS-57-1-4,1,HCP-000057,PRODUCT-000001,2026-08-02,26,8,52
OBS-57-1-5,1,HCP-000057,PRODUCT-000001,2026-08-09,27,9,54
OBS-57-1-6,1,HCP-000057,PRODUCT-000001,2026-08-16,17,5,34
OBS-57-1-7,1,HCP-000057,PRODUCT-000001,2026-08-23,28,9,56
OBS-57-1-8,1,HCP-000057,PRODUCT-000001,2026-08-30,16,5,32
OBS-57-1-9,1,HCP-000057,PRODUCT-000001,2026-09-06,29,9,58
OBS-57-2-0,1,HCP-000057,PRODUCT-000002,2026-07-05,21,7,42
OBS-57-2-1,1,HCP-000057,PRODUCT-000002,2026-07-12,32,10,64
OBS-57-2-2,1,HCP-000057,PRODUCT-000002,2026-07-19,38,12,76
OBS-57-2-3,1,HCP-000057,PRODUCT-000002,2026-07-26,29,9,58
OBS-57-2-4,1,HCP-000057,PRODUCT-000002,2026-08-02,7,2,14
OBS-57-2-5,1,HCP-000057,PRODUCT-000002,2026-08-09,9,3,18
OBS-57-2-6,1,HCP-000057,PRODUCT-000002,2026-08-16,21,7,42
OBS-57-2-7,1,HCP-000057,PRODUCT-000002,2026-08-23,10,3,20
OBS-57-2-8,1,HCP-000057,PRODUCT-000002,2026-08-30,24,8,48
OBS-57-2-9,1,HCP-000057,PRODUCT-000002,2026-09-06,4,1,8
OBS-57-3-0,1,HCP-000057,PRODUCT-000003,2026-07-05,19,6,38
OBS-57-3-1,1,HCP-000057,PRODUCT-000003,2026-07-12,37,12,74
OBS-57-3-2,1,HCP-000057,PRODUCT-000003,2026-07-19,15,5,30
OBS-57-3-3,1,HCP-000057,PRODUCT-000003,2026-07-26,11,3,22
OBS-57-3-4,1,HCP-000057,PRODUCT-000003,2026-08-02,36,12,72
OBS-57-3-5,1,HCP-000057,PRODUCT-000003,2026-08-09,3,1,6
OBS-57-3-6,1,HCP-000057,PRODUCT-000003,2026-08-16,17,5,34
OBS-57-3-7,1,HCP-000057,PRODUCT-000003,2026-08-23,10,3,20
OBS-57-3-8,1,HCP-000057,PRODUCT-000003,2026-08-30,37,12,74
OBS-57-3-9,1,HCP-000057,PRODUCT-000003,2026-09-06,39,13,78
OBS-57-4-0,1,HCP-000057,PRODUCT-000004,2026-07-05,24,8,48
OBS-57-4-1,1,HCP-000057,PRODUCT-000004,2026-07-12,21,7,42
OBS-57-4-2,1,HCP-000057,PRODUCT-000004,2026-07-19,21,7,42
OBS-57-4-3,1,HCP-000057,PRODUCT-000004,2026-07-26,5,1,10
OBS-57-4-4,1,HCP-000057,PRODUCT-000004,2026-08-02,4,1,8
OBS-57-4-5,1,HCP-000057,PRODUCT-000004,2026-08-09,31,10,62
OBS-57-4-6,1,HCP-000057,PRODUCT-000004,2026-08-16,20,6,40
OBS-57-4-7,1,HCP-000057,PRODUCT-000004,2026-08-23,22,7,44
OBS-57-4-8,1,HCP-000057,PRODUCT-000004,2026-08-30,2,0,4
OBS-57-4-9,1,HCP-000057,PRODUCT-000004,2026-09-06,25,8,50
OBS-58-1-0,1,HCP-000058,PRODUCT-000001,2026-07-05,23,7,46
OBS-58-1-1,1,HCP-000058,PRODUCT-000001,2026-07-12,26,8,52
OBS-58-1-2,1,HCP-000058,PRODUCT-000001,2026-07-19,2,0,4
OBS-58-1-3,1,HCP-000058,PRODUCT-000001,2026-07-26,8,2,16
OBS-58-1-4,1,HCP-000058,PRODUCT-000001,2026-08-02,34,11,68
OBS-58-1-5,1,HCP-000058,PRODUCT-000001,2026-08-09,38,12,76
OBS-58-1-6,1,HCP-000058,PRODUCT-000001,2026-08-16,3,1,6
OBS-58-1-7,1,HCP-000058,PRODUCT-000001,2026-08-23,4,1,8
OBS-58-1-8,1,HCP-000058,PRODUCT-000001,2026-08-30,37,12,74
OBS-58-1-9,1,HCP-000058,PRODUCT-000001,2026-09-06,36,12,72
OBS-58-2-0,1,HCP-000058,PRODUCT-000002,2026-07-05,11,3,22
OBS-58-2-1,1,HCP-000058,PRODUCT-000002,2026-07-12,16,5,32
OBS-58-2-2,1,HCP-000058,PRODUCT-000002,2026-07-19,25,8,50
OBS-58-2-3,1,HCP-000058,PRODUCT-000002,2026-07-26,25,8,50
OBS-58-2-4,1,HCP-000058,PRODUCT-000002,2026-08-02,34,11,68
OBS-58-2-5,1,HCP-000058,PRODUCT-000002,2026-08-09,16,5,32
OBS-58-2-6,1,HCP-000058,PRODUCT-000002,2026-08-16,28,9,56
OBS-58-2-7,1,HCP-000058,PRODUCT-000002,2026-08-23,6,2,12
OBS-58-2-8,1,HCP-000058,PRODUCT-000002,2026-08-30,11,3,22
OBS-58-2-9,1,HCP-000058,PRODUCT-000002,2026-09-06,31,10,62
OBS-58-3-0,1,HCP-000058,PRODUCT-000003,2026-07-05,32,10,64
OBS-58-3-1,1,HCP-000058,PRODUCT-000003,2026-07-12,23,7,46
OBS-58-3-2,1,HCP-000058,PRODUCT-000003,2026-07-19,29,9,58
OBS-58-3-3,1,HCP-000058,PRODUCT-000003,2026-07-26,33,11,66
OBS-58-3-4,1,HCP-000058,PRODUCT-000003,2026-08-02,34,11,68
OBS-58-3-5,1,HCP-000058,PRODUCT-000003,2026-08-09,11,3,22
OBS-58-3-6,1,HCP-000058,PRODUCT-000003,2026-08-16,35,11,70
OBS-58-3-7,1,HCP-000058,PRODUCT-000003,2026-08-23,37,12,74
OBS-58-3-8,1,HCP-000058,PRODUCT-000003,2026-08-30,30,10,60
OBS-58-3-9,1,HCP-000058,PRODUCT-000003,2026-09-06,21,7,42
OBS-58-4-0,1,HCP-000058,PRODUCT-000004,2026-07-05,37,12,74
OBS-58-4-1,1,HCP-000058,PRODUCT-000004,2026-07-12,22,7,44
OBS-58-4-2,1,HCP-000058,PRODUCT-000004,2026-07-19,33,11,66
OBS-58-4-3,1,HCP-000058,PRODUCT-000004,2026-07-26,2,0,4
OBS-58-4-4,1,HCP-000058,PRODUCT-000004,2026-08-02,8,2,16
OBS-58-4-5,1,HCP-000058,PRODUCT-000004,2026-08-09,39,13,78
OBS-58-4-6,1,HCP-000058,PRODUCT-000004,2026-08-16,4,1,8
OBS-58-4-7,1,HCP-000058,PRODUCT-000004,2026-08-23,2,0,4
OBS-58-4-8,1,HCP-000058,PRODUCT-000004,2026-08-30,38,12,76
OBS-58-4-9,1,HCP-000058,PRODUCT-000004,2026-09-06,39,13,78
OBS-59-1-0,1,HCP-000059,PRODUCT-000001,2026-07-05,7,2,14
OBS-59-1-1,1,HCP-000059,PRODUCT-000001,2026-07-12,4,1,8
OBS-59-1-2,1,HCP-000059,PRODUCT-000001,2026-07-19,38,12,76
OBS-59-1-3,1,HCP-000059,PRODUCT-000001,2026-07-26,27,9,54
OBS-59-1-4,1,HCP-000059,PRODUCT-000001,2026-08-02,22,7,44
OBS-59-1-5,1,HCP-000059,PRODUCT-000001,2026-08-09,20,6,40
OBS-59-1-6,1,HCP-000059,PRODUCT-000001,2026-08-16,27,9,54
OBS-59-1-7,1,HCP-000059,PRODUCT-000001,2026-08-23,31,10,62
OBS-59-1-8,1,HCP-000059,PRODUCT-000001,2026-08-30,26,8,52
OBS-59-1-9,1,HCP-000059,PRODUCT-000001,2026-09-06,8,2,16
OBS-59-2-0,1,HCP-000059,PRODUCT-000002,2026-07-05,8,2,16
OBS-59-2-1,1,HCP-000059,PRODUCT-000002,2026-07-12,2,0,4
OBS-59-2-2,1,HCP-000059,PRODUCT-000002,2026-07-19,23,7,46
OBS-59-2-3,1,HCP-000059,PRODUCT-000002,2026-07-26,34,11,68
OBS-59-2-4,1,HCP-000059,PRODUCT-000002,2026-08-02,30,10,60
OBS-59-2-5,1,HCP-000059,PRODUCT-000002,2026-08-09,39,13,78
OBS-59-2-6,1,HCP-000059,PRODUCT-000002,2026-08-16,16,5,32
OBS-59-2-7,1,HCP-000059,PRODUCT-000002,2026-08-23,9,3,18
OBS-59-2-8,1,HCP-000059,PRODUCT-000002,2026-08-30,8,2,16
OBS-59-2-9,1,HCP-000059,PRODUCT-000002,2026-09-06,19,6,38
OBS-59-3-0,1,HCP-000059,PRODUCT-000003,2026-07-05,8,2,16
OBS-59-3-1,1,HCP-000059,PRODUCT-000003,2026-07-12,5,1,10
OBS-59-3-2,1,HCP-000059,PRODUCT-000003,2026-07-19,20,6,40
OBS-59-3-3,1,HCP-000059,PRODUCT-000003,2026-07-26,24,8,48
OBS-59-3-4,1,HCP-000059,PRODUCT-000003,2026-08-02,17,5,34
OBS-59-3-5,1,HCP-000059,PRODUCT-000003,2026-08-09,7,2,14
OBS-59-3-6,1,HCP-000059,PRODUCT-000003,2026-08-16,5,1,10
OBS-59-3-7,1,HCP-000059,PRODUCT-000003,2026-08-23,34,11,68
OBS-59-3-8,1,HCP-000059,PRODUCT-000003,2026-08-30,27,9,54
OBS-59-3-9,1,HCP-000059,PRODUCT-000003,2026-09-06,9,3,18
OBS-59-4-0,1,HCP-000059,PRODUCT-000004,2026-07-05,34,11,68
OBS-59-4-1,1,HCP-000059,PRODUCT-000004,2026-07-12,8,2,16
OBS-59-4-2,1,HCP-000059,PRODUCT-000004,2026-07-19,20,6,40
OBS-59-4-3,1,HCP-000059,PRODUCT-000004,2026-07-26,24,8,48
OBS-59-4-4,1,HCP-000059,PRODUCT-000004,2026-08-02,28,9,56
OBS-59-4-5,1,HCP-000059,PRODUCT-000004,2026-08-09,29,9,58
OBS-59-4-6,1,HCP-000059,PRODUCT-000004,2026-08-16,33,11,66
OBS-59-4-7,1,HCP-000059,PRODUCT-000004,2026-08-23,2,0,4
OBS-59-4-8,1,HCP-000059,PRODUCT-000004,2026-08-30,12,4,24
OBS-59-4-9,1,HCP-000059,PRODUCT-000004,2026-09-06,31,10,62
OBS-60-1-0,1,HCP-000060,PRODUCT-000001,2026-07-05,30,10,60
OBS-60-1-1,1,HCP-000060,PRODUCT-000001,2026-07-12,2,0,4
OBS-60-1-2,1,HCP-000060,PRODUCT-000001,2026-07-19,9,3,18
OBS-60-1-3,1,HCP-000060,PRODUCT-000001,2026-07-26,14,4,28
OBS-60-1-4,1,HCP-000060,PRODUCT-000001,2026-08-02,18,6,36
OBS-60-1-5,1,HCP-000060,PRODUCT-000001,2026-08-09,29,9,58
OBS-60-1-6,1,HCP-000060,PRODUCT-000001,2026-08-16,8,2,16
OBS-60-1-7,1,HCP-000060,PRODUCT-000001,2026-08-23,20,6,40
OBS-60-1-8,1,HCP-000060,PRODUCT-000001,2026-08-30,7,2,14
OBS-60-1-9,1,HCP-000060,PRODUCT-000001,2026-09-06,36,12,72
OBS-60-2-0,1,HCP-000060,PRODUCT-000002,2026-07-05,35,11,70
OBS-60-2-1,1,HCP-000060,PRODUCT-000002,2026-07-12,19,6,38
OBS-60-2-2,1,HCP-000060,PRODUCT-000002,2026-07-19,19,6,38
OBS-60-2-3,1,HCP-000060,PRODUCT-000002,2026-07-26,11,3,22
OBS-60-2-4,1,HCP-000060,PRODUCT-000002,2026-08-02,5,1,10
OBS-60-2-5,1,HCP-000060,PRODUCT-000002,2026-08-09,23,7,46
OBS-60-2-6,1,HCP-000060,PRODUCT-000002,2026-08-16,20,6,40
OBS-60-2-7,1,HCP-000060,PRODUCT-000002,2026-08-23,33,11,66
OBS-60-2-8,1,HCP-000060,PRODUCT-000002,2026-08-30,14,4,28
OBS-60-2-9,1,HCP-000060,PRODUCT-000002,2026-09-06,16,5,32
OBS-60-3-0,1,HCP-000060,PRODUCT-000003,2026-07-05,18,6,36
OBS-60-3-1,1,HCP-000060,PRODUCT-000003,2026-07-12,28,9,56
OBS-60-3-2,1,HCP-000060,PRODUCT-000003,2026-07-19,10,3,20
OBS-60-3-3,1,HCP-000060,PRODUCT-000003,2026-07-26,9,3,18
OBS-60-3-4,1,HCP-000060,PRODUCT-000003,2026-08-02,21,7,42
OBS-60-3-5,1,HCP-000060,PRODUCT-000003,2026-08-09,21,7,42
OBS-60-3-6,1,HCP-000060,PRODUCT-000003,2026-08-16,38,12,76
OBS-60-3-7,1,HCP-000060,PRODUCT-000003,2026-08-23,23,7,46
OBS-60-3-8,1,HCP-000060,PRODUCT-000003,2026-08-30,28,9,56
OBS-60-3-9,1,HCP-000060,PRODUCT-000003,2026-09-06,11,3,22
OBS-60-4-0,1,HCP-000060,PRODUCT-000004,2026-07-05,36,12,72
OBS-60-4-1,1,HCP-000060,PRODUCT-000004,2026-07-12,12,4,24
OBS-60-4-2,1,HCP-000060,PRODUCT-000004,2026-07-19,10,3,20
OBS-60-4-3,1,HCP-000060,PRODUCT-000004,2026-07-26,31,10,62
OBS-60-4-4,1,HCP-000060,PRODUCT-000004,2026-08-02,20,6,40
OBS-60-4-5,1,HCP-000060,PRODUCT-000004,2026-08-09,27,9,54
OBS-60-4-6,1,HCP-000060,PRODUCT-000004,2026-08-16,13,4,26
OBS-60-4-7,1,HCP-000060,PRODUCT-000004,2026-08-23,8,2,16
OBS-60-4-8,1,HCP-000060,PRODUCT-000004,2026-08-30,35,11,70
OBS-60-4-9,1,HCP-000060,PRODUCT-000004,2026-09-06,33,11,66
OBS-61-1-0,1,HCP-000061,PRODUCT-000001,2026-07-05,24,8,48
OBS-61-1-1,1,HCP-000061,PRODUCT-000001,2026-07-12,36,12,72
OBS-61-1-2,1,HCP-000061,PRODUCT-000001,2026-07-19,36,12,72
OBS-61-1-3,1,HCP-000061,PRODUCT-000001,2026-07-26,33,11,66
OBS-61-1-4,1,HCP-000061,PRODUCT-000001,2026-08-02,23,7,46
OBS-61-1-5,1,HCP-000061,PRODUCT-000001,2026-08-09,28,9,56
OBS-61-1-6,1,HCP-000061,PRODUCT-000001,2026-08-16,27,9,54
OBS-61-1-7,1,HCP-000061,PRODUCT-000001,2026-08-23,11,3,22
OBS-61-1-8,1,HCP-000061,PRODUCT-000001,2026-08-30,22,7,44
OBS-61-1-9,1,HCP-000061,PRODUCT-000001,2026-09-06,34,11,68
OBS-61-2-0,1,HCP-000061,PRODUCT-000002,2026-07-05,6,2,12
OBS-61-2-1,1,HCP-000061,PRODUCT-000002,2026-07-12,15,5,30
OBS-61-2-2,1,HCP-000061,PRODUCT-000002,2026-07-19,4,1,8
OBS-61-2-3,1,HCP-000061,PRODUCT-000002,2026-07-26,37,12,74
OBS-61-2-4,1,HCP-000061,PRODUCT-000002,2026-08-02,29,9,58
OBS-61-2-5,1,HCP-000061,PRODUCT-000002,2026-08-09,34,11,68
OBS-61-2-6,1,HCP-000061,PRODUCT-000002,2026-08-16,19,6,38
OBS-61-2-7,1,HCP-000061,PRODUCT-000002,2026-08-23,10,3,20
OBS-61-2-8,1,HCP-000061,PRODUCT-000002,2026-08-30,13,4,26
OBS-61-2-9,1,HCP-000061,PRODUCT-000002,2026-09-06,38,12,76
